-1.253217976619564800e+00,-7.008091303474556222e-01,-3.746848553005530658e-01,1.492310246554964026e+00,1.351561880849215580e+00,-1.201318771260547758e+00,-3.123963562933036009e+00
-7.812204212301816497e-01,7.765451826907043831e-01,-8.983867197552332373e-02,-1.332761764444865715e+00,1.439898186783199918e+00,-7.775766628904797750e-01,6.807501120871826961e-02
-1.018416244668182591e+00,1.227823159397883890e-01,-4.314281986582502726e-01,1.431218183505050534e-01,1.168011727172923342e+00,-1.067061576613999918e+00,4.594076012509398232e-01
-9.698452257346050764e-01,8.233214873697168867e-01,-5.642155805349274855e-01,-1.277263840143680218e+00,1.018745254726424854e+00,-5.201776924217530462e-01,3.973268934655417861e-01
-9.059322784838595988e-01,5.997482970451507578e-01,-9.044362241791917278e-02,-5.499047969114871925e-01,1.207791800303019025e+00,-9.636804041836677381e-01,3.105248946732196980e-01
-1.077297986574218269e+00,4.497551527365586943e-01,-3.522938384254742372e-02,2.933700850972713048e-01,1.056804489413133652e+00,3.066666319021841836e-01,1.820171936447313454e+00
-5.386500596738780233e-01,2.347601826574411688e-01,-2.503374439587105829e-02,-5.854728251829233177e-01,1.014410514044223444e+00,-7.339615374507306722e-01,8.199280686254623030e-01
-1.042468521568187922e+00,3.725704590890904777e-01,-1.863203783884340714e-01,1.787978627775498874e-01,1.374689795875229326e+00,-3.958167059267678756e-01,-1.356019476193387252e+00
-5.944942272258768590e-01,8.400429391469459439e-01,-3.612953038106444387e-02,4.240269747572804615e-01,1.382131697602558607e+00,-1.739816298817355333e+00,-5.215820149316106047e-01
-7.712271662884786494e-01,6.936208238014260896e-01,2.022524701074420936e-02,-1.716245132078700220e+00,1.114323650688411993e+00,-2.829412463222576446e-01,1.905065795841808463e+00
1.038487254077414157e+00,-5.846943898359335812e-01,-1.203307794015810561e+00,-1.167158095115039956e-01,-1.478818933349706599e+00,-7.412540287225150015e-01,-6.948462363428795641e-01
1.141858695451864802e+00,-1.983865994781836561e-01,-1.190047696320972292e+00,-1.298405929634224076e+00,-1.531779679697047536e+00,-6.603211064405966058e-01,3.471093648001628007e-01
1.451898286248051173e+00,-9.217685948304393806e-01,-1.607263399289005967e+00,-9.587816285683199435e-01,-3.911117272827702163e-01,-7.095990826710074639e-01,8.281167028214456716e-01
1.042116088489623671e+00,-1.240009419114038947e+00,-9.983246187979555319e-02,-1.348354136883849197e-01,-1.305143333017713347e+00,-7.527736133089082404e-01,-1.671444108872109091e-01
